SRBFTH1T1 434 NaN NaN NaN 467 NaN NaN NaN 419 NaN NaN NaN 456 NaN NaN NaN 369 NaN NaN NaN
SRBFTH1T2 444 NaN NaN NaN 466 NaN NaN NaN 467 NaN NaN NaN 459 NaN NaN NaN 438 NaN NaN NaN
SRBFTH1T3 458 NaN NaN NaN 466 NaN NaN NaN 408 NaN NaN NaN 462 NaN NaN NaN 449 NaN NaN NaN
SRBFTH1T4 449 NaN NaN NaN 474 NaN NaN NaN 376 NaN NaN NaN 398 NaN NaN NaN 434 NaN NaN NaN
SRBFTH1T5 440 NaN NaN NaN 440 NaN NaN NaN 510 NaN NaN NaN 537 NaN NaN NaN 450 NaN NaN NaN
SRBFTH2T1 927 658 NaN NaN 1032 679 NaN NaN 962 677 NaN NaN 958 808 NaN NaN 837 764 NaN NaN
SRBFTH2T2 787 671 NaN NaN 920 785 NaN NaN 1288 1226 NaN NaN 927 791 NaN NaN 1024 1034 NaN NaN
SRBFTH2T3 1057 679 NaN NaN 965 800 NaN NaN 1026 1203 NaN NaN 806 774 NaN NaN 1064 789 NaN NaN
SRBFTH2T4 934 664 NaN NaN 1626 1412 NaN NaN 801 678 NaN NaN 1159 1072 NaN NaN 1036 673 NaN NaN
SRBFTH2T5 841 713 NaN NaN 958 811 NaN NaN 988 918 NaN NaN 864 877 NaN NaN 1029 942 NaN NaN
SRBFTH3T1 2010 1838 1780 NaN 1884 1884 1864 NaN 1779 1629 1480 NaN 2107 1881 1952 NaN 2087 1538 1706 NaN
SRBFTH3T2 1826 1453 1418 NaN 1811 1696 1492 NaN 1934 1943 1787 NaN 1926 1794 1782 NaN 1852 1562 1558 NaN
SRBFTH3T3 1943 1801 1845 NaN 1907 1795 1674 NaN 1736 1561 1450 NaN 2050 1907 1813 NaN 2030 1340 1439 NaN
SRBFTH3T4 1772 1602 1523 NaN 2025 1814 1637 NaN 1483 1072 1006 NaN 2092 1917 1852 NaN 1855 1576 1441 NaN
SRBFTH3T5 1683 1767 1157 NaN 1983 1859 1565 NaN 1863 1744 1852 NaN 1940 1542 1548 NaN 2078 1883 1985 NaN
SRBFTH4T1 3304 2847 1896 1851 3291 2797 2327 1931 3227 2354 1987 2292 3128 2511 2087 1703 3355 2914 2060 2121
SRBFTH4T2 3343 2891 2036 1970 3086 2318 2288 1922 3177 2586 2158 1960 3334 2769 2170 2060 3145 2459 2086 2239
SRBFTH4T3 2686 1942 1587 1629 3273 2468 2075 2166 3138 2508 1953 2072 3065 2375 1967 2040 3191 2469 1872 1814
SRBFTH4T4 3161 2314 1920 2024 3218 2649 2088 2046 2976 2141 1768 1862 3311 2823 1991 2286 3140 2610 2061 2116
SRBFTH4T5 3343 2533 2165 1909 2867 2101 1626 1587 3282 2685 2286 2022 3294 2760 2134 1980 3203 2571 1807 2073
SWBFTH1T1 505 NaN NaN NaN 515 NaN NaN NaN 481 NaN NaN NaN 483 NaN NaN NaN 515 NaN NaN NaN
SWBFTH1T2 605 NaN NaN NaN 524 NaN NaN NaN 509 NaN NaN NaN 498 NaN NaN NaN 511 NaN NaN NaN
SWBFTH1T3 483 NaN NaN NaN 487 NaN NaN NaN 470 NaN NaN NaN 531 NaN NaN NaN 524 NaN NaN NaN
SWBFTH1T4 499 NaN NaN NaN 599 NaN NaN NaN 490 NaN NaN NaN 479 NaN NaN NaN 518 NaN NaN NaN
SWBFTH1T5 525 NaN NaN NaN 591 NaN NaN NaN 623 NaN NaN NaN 650 NaN NaN NaN 606 NaN NaN NaN
SWBFTH2T1 871 956 NaN NaN 945 881 NaN NaN 942 875 NaN NaN 956 875 NaN NaN 1361 1199 NaN NaN
SWBFTH2T2 1953 1911 NaN NaN 884 974 NaN NaN 869 963 NaN NaN 1149 1169 NaN NaN 951 879 NaN NaN
SWBFTH2T3 882 965 NaN NaN 988 896 NaN NaN 876 960 NaN NaN 792 968 NaN NaN 963 882 NaN NaN
SWBFTH2T4 940 868 NaN NaN 969 881 NaN NaN 870 1004 NaN NaN 1094 1220 NaN NaN 1408 1291 NaN NaN
SWBFTH2T5 895 995 NaN NaN 1102 1285 NaN NaN 1227 1201 NaN NaN 1237 1364 NaN NaN 1257 1341 NaN NaN
SWBFTH3T1 2435 2116 2411 NaN 2216 2109 1939 NaN 1332 1273 1408 NaN 1938 1369 1943 NaN 2930 2668 3079 NaN
SWBFTH3T2 3063 2771 2896 NaN 2145 2423 2502 NaN 2497 2400 2356 NaN 1952 1998 1867 NaN 1301 1354 1534 NaN
SWBFTH3T3 1277 1357 1559 NaN 1590 1289 1635 NaN 1766 1296 1654 NaN 3072 3056 3044 NaN 2095 3273 3253 NaN
SWBFTH3T4 1856 2919 2029 NaN 1993 1658 2042 NaN 2446 2130 2377 NaN 1499 1998 2138 NaN 2342 2443 2143 NaN
SWBFTH3T5 2272 2228 2193 NaN 2024 1995 1847 NaN 1820 1952 2065 NaN 2081 2107 2265 NaN 2071 1818 2177 NaN
SWBFTH4T1 3879 3818 4159 4010 3998 3854 3826 3968 2753 3135 2935 3162 3622 2975 3551 3639 3573 3373 3493 3572
